"OBJECTID";"name";"adress";"okrug";"rayon";"form_of_incorporation";"submission";"tip_uchrezhdeniya";"vid_uchrezhdeniya";"telephone";"web_site";"e_mail";"ID"
11;"Государственное бюджетное образовательное учреждение города Москвы лицей № 1535";"119048 г. Москва, ул. Усачева,  д.50";"Центральный административный округ";"район Хамовники";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Лицей";"(499) 245-57-42";"lycc1535.mskobr.ru/";"Sch_1535@gor.educom.ru";135
12;"Государственное бюджетное образовательное учреждение города Москвы Лицей № 1546 ""Плехановец""";"Центральный, Якиманка, ул. Донская, д. 21";"Центральный административный округ";"район Якиманка";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Лицей";"(499) 236-50-40";"lycc1546.mskobr.ru";"gym1546@mail.ru";136
13;"Государственное бюджетное образовательное учреждение города Москвы лицей № 1548";"119180 г.Москва, Бродников пер., д.3";"Центральный административный округ";"район Якиманка";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Лицей";"(499) 238-02-07";"lycc1548.mskobr.ru";"1548lyc@couo.ru";138
14;"Государственное бюджетное образовательное учреждение города Москвы лицей № 1574";"125047 г. Москва, 1-я Миусская ул., д.4";"Центральный административный округ";"Тверской район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Лицей";"(499) 972-32-28";"lycc1574.mskobr.ru";"s174@mail.ru";146
15;"Государственное бюджетное образовательное учреждение города Москвы лицей № 1581";"105120 г.Москва, Б.Полуярославский пер., д.7/4, стр. 1-1А";"Центральный административный округ";"Таганский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Лицей";"(495) 916-18-86; (495) 916-38-73";"lycc1581.mskobr.ru";"L1581@yandex.ru";149
16;"Государственное бюджетное образовательное учреждение города Москвы лицей № 1589";"105082 г.Москва, ул.Фридриха Энгельса, д.79, стр.1,2,3.";"Центральный административный округ";"Басманный район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Лицей";"(495) 261-15-45; (495) 267-68-80; (495) 975-16-41; (495) 975-18-76";"";"licey@mail.ru";151
17;"Государственное бюджетное образовательное учреждение города Москвы многопрофильный технический лицей № 1501";"127055 г. Москва, Тихвинский пер., д. 3";"Центральный административный округ";"Тверской район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Лицей";"(499) 973-02-83";"lycc1501.mskobr.ru";"lyceum1501@mail.ru";161
18;"Государственное бюджетное образовательное учреждение города Москвы Пушкинский лицей № 1500";"101000 г.Москва, Милютинский пер., д.18, стр.2";"Центральный административный округ";"Красносельский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Лицей";"(495) 607-20-70";"lycc1500.mskobr.ru";"1500lyc@mail.ru";184
19;"Государственное бюджетное образовательное учреждение города Москвы средняя  общеобразовательная  школа с этнокультурным (национальным) компонентом образования №1650";"109240, г. Москва, ул. Солянка, дом 14А";"Центральный административный округ";"Таганский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с этнокультурным (национальным) компонентом образования";"(495) 623-74-93; (495) 625-12-02; (495) 623-13-95";"schec1650.mskobr.ru";"sch-arakelyan@narod.ru";185
20;"государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 268";"129090 г. Москва, ул. Гиляровского., д.21";"Центральный административный округ";"Мещанский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа ""Школа Здоровья""";"(495) 688-49-98; (495) 688-71-05";"schzc268.mskobr.ru";"gou268@mail.ru";215
21;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 464";"109316 г.Москва, ул.Талалихина, д.20, стр.1";"Центральный административный округ";"Таганский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа ""Школа Здоровья""";"(095) 670-94-20";"schzc464.mskobr.ru/";"sch464@mail.ru";223
22;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 50";"119034 г. Москва, Кропоткинский переулок, д.10";"Центральный административный округ";"район Хамовники";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа ""Школа Здоровья""";"(499) 246-43-13";"sch50c.mskobr.ru";"50sch@rambler.ru";226
23;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" №661";"101000 г. Москва, ул. Покровка, д.10, стр.5";"Центральный административный округ";"Таганский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа ""Школа Здоровья""";"624-77-66";"schc661.mskobr.ru";"en661@list.ru";246
24;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа надомного обучения"" № 371";"115172 г.Москва, Краснохолмская набер., д.1/15";"Центральный административный округ";"Таганский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа ""Школа надомного обучения""";"911-30-63";"schn371c.mskobr.ru/";"sch371@mail.ru";252
25;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1060";"115093 г. Москва, Стремянный пер., д. 33/35";"Центральный административный округ";"район Замоскворечье";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 236-84-16";"ds859.mskobr.ru";"sch1060@yandex.ru";291
26;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1247 имени Юргиса Балтрушайтиса";"105005 г.Москва, Госпитальный пер., д.3";"Центральный административный округ";"Басманный район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 267-75-36; (499) 267-28-81; (499) 267-20-48";"schec1247.mskobr.ru";"sch1247@mail.ru";347
27;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 128";"125047 г. Москва, 2-ая Тверская -Ямская ул., д.46";"Центральный административный округ";"Тверской район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"251-96-00";"schc128.mskobr.ru";"sch128@yandex.ru";349
28;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1305";"107140 г.Москва, 2-ой Красносельский пер., д.18";"Центральный административный округ";"Красносельский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 264-15-11";"schc1305.mskobr.ru";"gousosh1305@rambler.ru";350
29;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1323";"115035 г. Москва, ул. Б. Ордынка, д.15, стр.1";"Центральный административный округ";"район Замоскворечье";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"951-28-28";"schc1323.mskobr.ru";"sch1323@gmail.com";353
30;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 136";"123056 г. Москва, ул. Красина, д.20, стр. 1";"Центральный административный округ";"Пресненский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"254-34-44";"schc136.mskobr.ru";"sch136@list.ru";354
31;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1429 имени Героя Советского Союза Н.А.Боброва";"105082 г.Москва, Переведеновский пер., д.11";"Центральный административный округ";"Басманный район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 267-87-53";"coc1429.mskobr.ru";"ec1429@list.ru";361
32;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1441 ""Бронная слобода""";"123104 г.Москва, Б. Козихинский пер., д.5, стр.3";"Центральный административный округ";"Пресненский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"202-80-27";"coc1441.mskobr.ru";"centr1441@mail.ru";363
33;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1447 имени Н.А.Островского";"125047, г.Москва, 4-й Лесной переулок, д.6";"Центральный административный округ";"Тверской район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 250-23-03; (499) 251-24-06; (499) 251-50-00; (499) 251-39-95";"coc1447.mskobr.ru/";"sch-142@mail.ru";364
34;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1652";"ул.Верхняя Красносельская, д. 30";"Центральный административный округ";"Красносельский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"264-31-43";"sch1652c.mskobr.ru/";"sch1652@yandex.ru";380
35;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 171";"119146 г. Москва, 2-ая Фрунзенская ул., д. 7А";"Центральный административный округ";"район Хамовники";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 242-45-58";"schc171.mskobr.ru";"sch171@mail.ru";385
36;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1840";"129110 г. Москва, Б. Переяславская ул., д.1, стр.1";"Центральный административный округ";"Мещанский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"680-08-44";"coc1840.mskobr.ru";"sch1840@ya.ru";402
37;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1974";"119017 г.Москва, 1-ый Казачий пер., д. 10, стр.1";"Центральный административный округ";"район Якиманка";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"238-14-01";"schc1974.mskobr.ru/";"cao1974@mail.ru";440
38;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2030";"123100 г.Москва, ул. 2-ая Звенигородская, д.8";"Центральный административный округ";"Пресненский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"205-79-57";"coc2030.mskobr.ru/";"sekretar2030@yandex.ru";470
39;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2048";"123290 г. Москва, Мукомольный пр., д.3, стр.1";"Центральный административный округ";"Пресненский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 256-55-20";"schc2048.mskobr.ru";"school2048@yandex.ru";481
40;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2054";"127051 г.Москва, Трубная ул., д.36";"Центральный административный округ";"Мещанский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"608-33-05";"schc2054.mskobr.ru/";"sch2054@yandex.ru";484
41;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2055";"123317 г.Москва, Стрельбищенский пер., д.14";"Центральный административный округ";"Пресненский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"259-41-63";"schc83.mskobr.ru";"2055school@mail.ru";485
42;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 228";"127055 г.Москва, ул.Новослободская , д.38";"Центральный административный округ";"Тверской район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 973-30-27";"";"228sch@mail.ru";527
43;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 235";"129110 г.Москва, ул.Щепкина, д.68";"Центральный административный округ";"Мещанский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 684-59-05";"schc235.mskobr.ru";"sch235@bk.ru";532
44;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 282";"107078 г.Москва, Скорняжный пер., д.3, стр.1, стр.2";"Центральный административный округ";"Красносельский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 608-50-38";"schc282.mskobr.ru";"sch282@sch282.ru";561
45;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 310 ""У Чистых прудов""";"101100 г.Москва, Б.Харитоньевский пер., д.4, стр.1";"Центральный административный округ";"Басманный район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"621-95-74";"schc310.mskobr.ru";"M-shool310@yandex.ru";577
46;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 330";"105064 г. Москва, Б. Казенный пер., д.9";"Центральный административный округ";"Басманный район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"917-78-21";"schc330.mskobr.ru";"330sch@couo.ru";586
47;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 34";"119121 г.Москва, ул. Плющиха, д.39";"Центральный административный округ";"район Хамовники";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 248-45-79";"schc34.mskobr.ru";"info@school34.ru";593
48;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 354 имени Д.М.Карбышева";"105005 г. Москва, Лефортовский пер., д.10";"Центральный административный округ";"Басманный район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"265-09-72";"schu354c.mskobr.ru";"GOY354@yandex.ru";598
49;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 396";"109544  г.Москва, Новорогожская ул., д.18,стр.1";"Центральный административный округ";"Таганский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 678-84-65";"schc396.mskobr.ru/";"396sch@mail.ru";617
50;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 435";"105094 г.Москва, ул.Госпитальный вал, д.5, стр 19, 19А";"Центральный административный округ";"Басманный район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"787-03-41";"sch435c.mskobr.ru";"school.435@gmail.com";639
51;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 45";"119048 г.Москва, ул.Усачева, д.66";"Центральный административный округ";"район Хамовники";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 246-87-09";"schc45.mskobr.ru";"School_45@mail.ru";646
52;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 457";"109544 г. Москва, ул. Библиотечная , д.29";"Центральный административный округ";"Таганский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 678-00-01";"schc457.mskobr.ru";"457@inbox.ru";648
53;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 467";"109044 г. Москва, ул. 2-ая Дубровская, д.3";"Центральный административный округ";"Таганский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"677-16-19";"schc467.mskobr.ru";"467sch@couo.ru";652
54;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 480 имени В.В.Талалихина";"109029 г. Москва, ул. Средняя Калитниковская , д.22 стр.1";"Центральный административный округ";"Таганский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 670-53-54; (495) 670-53-51";"schc480.mskobr.ru/";"480sch@mail.ru";658
55;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 498";"115172 г.Москва, ул.Народная, д.11/2";"Центральный административный округ";"Таганский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"911-16-63";"schc498.mskobr.ru";"498sch@mail.ru";668
56;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 518";"115035 г. Москва, Садовническая набережная, дом 37";"Центральный административный округ";"район Замоскворечье";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"951-49-82";"schc518.mskobr.ru/";"518sch@mail.ru";680
57;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 528";"115184 г. Москва, 1-й Новокузнецкий пер., д.12 А";"Центральный административный округ";"район Замоскворечье";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 951-96-45";"schc528.mskobr.ru";"school-528@yandex.ru";687
58;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 54";"119048 г.Москва, ул.Доватора, д.5/9";"Центральный административный округ";"район Хамовники";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 245-40-72";"";"moscowschool54@yandex.ru";695
59;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 553";"115093 г. Москва, Люсиновская ул., д.31, стр.1";"Центральный административный округ";"район Замоскворечье";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 236-74-10; (499) 236-21-96";"schc553.mskobr.ru";"dir553@mail.ru";702
60;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 555";"115093 г. Москва, ул. Б. Серпуховская, д. 13";"Центральный административный округ";"район Замоскворечье";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"236-21-82";"";"555sch@couo.ru";703
61;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 588";"119021 г.Москва, ул.Тимура Фрунзе, д.3, стр.2";"Центральный административный округ";"район Хамовники";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"245-05-83";"sch588c.mskobr.ru";"sch588@yandex.ru";713
62;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 59 имени Н.В.Гоголя";"119002 г.Москва, Староконюшенный пер., д.18,20";"Центральный административный округ";"район Хамовники";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 241-56-62";"sch59.cao.mskobr.ru";"sch59@mail.ru";715
63;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 613";"105062 г.Москва,ул.Чаплыгина, д.9, стр.3";"Центральный административный округ";"Басманный район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"624-28-69";"schc613.mskobr.ru";"sch0613@rambler.ru";727
64;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 87";"123100, г.Москва, ул.Николаева, д.5";"Центральный административный округ";"Пресненский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"205-16-42";"schc87.mskobr.ru";"sch87sch@yandex.ru";865
65;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 96";"123557 г.Москва, Б.Тишинский пер, д.39";"Центральный административный округ";"Пресненский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 252-26-24";"schc96.mskobr.ru/";"sch96sch@yandex.ru";918
66;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №353 имени А.С. Пушкина";"105005 г.Москва, ул. Бауманская, д.40, стр. 2";"Центральный административный округ";"Басманный район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"261-35-79";"sch353c.mskobr.ru";"pushkinschool@list.ru";946
67;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №627";"115054 г. Москва, ул. Дубининская, д. 42";"Центральный административный округ";"район Замоскворечье";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 235-71-44; (495) 959-78-31";"coc627.mskobr.ru/";"ds841@mail.ru";948
68;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением  английского языка № 19 имени В.Г.Белинского";"115035 г. Москва, 1-ый Кадашевский пер., д.3, стр.1";"Центральный административный округ";"район Якиманка";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"951-32-06";"schuc19.mskobr.ru";"schooln19@mail.ru";961
69;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского и французского языков № 1950";"123056 г.Москва, ул.Зоологическая, д.28, стр 1";"Центральный административный округ";"Пресненский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"254-95-37";"schuc1950.mskobr.ru";"1950sch@couo.ru";964
70;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1204";"105082 г. Москва, Рубцов пер., д.10/14., стр.1";"Центральный административный округ";"Басманный район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 261-60-85";"";"sch1204@mail.ru";967
71;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1227";"109028 г. Москва, Б.Трёхсвятительский пер., д.4";"Центральный административный округ";"Басманный район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 917-72-81; (495) 917-48-42";"schuc1227.mskobr.ru";"school1227@list.ru";975
72;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1234";"121069 г.Москва, ул. Большая Молчановка, д.26-28";"Центральный административный округ";"район Арбат";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"691-64-41";"schuc1234.mskobr.ru";"sch1234@mail.ru";979
73;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1262 имени А.Н. Островского";"119049 г. Москва, ул. Житная, д.6";"Центральный административный округ";"район Якиманка";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"238-10-90";"schuc1262.mskobr.ru";"school1262@list.ru";985
74;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1270";"109004 г.Москва, Товарищеский пер., д.21";"Центральный административный округ";"Таганский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 912-99-16; (495) 911-87-37; (495) 912-90-24; (495) 911-09-74";"sch1270c.mskobr.ru";"1270sch@mail.ru";989
75;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1278";"107031 г.Москва, ул.Петровка, д.23/10, стр.18,21";"Центральный административный округ";"Тверской район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"621-04-89";"schuc1278.mskobr.ru";"schl1278@yandex.ru";991
76;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1284";"101000 г.Москва, Уланский пер., д.8";"Центральный административный округ";"Красносельский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"623-84-53";"schuc1284.mskobr.ru";"gou_cou1284@mail.ru";995
77;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1397 имени В.П.Чкалова";"105064 г.Москва, Земляной вал, д.44 А,стр.1";"Центральный административный округ";"Таганский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 917-02-60; (495) 917-91-02";"schuc1397.mskobr.ru";"school1397@yandex.ru";1020
