"OBJECTID";"name";"adress";"okrug";"rayon";"form_of_incorporation";"submission";"tip_uchrezhdeniya";"vid_uchrezhdeniya";"telephone";"web_site";"e_mail";"ID"
11;"Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1579";"115409 г. Москва, Пролетарский пр-кт, д.7 к.3";"Южный административный округ";"район Москворечье-Сабурово";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"324-78-51";"gymu1579.mskobr.ru";"sch1579@sinergi.ru";94
12;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1582";"117587 г. Москва,ул. Кировоградская,д.18,к.4";"Южный административный округ";"район Чертаново Центральное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"311-82-72";"gymu1582.mskobr.ru";"sch1582@sinergi.ru";95
13;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1587";"115408 г. Москва, ул. Братеевская, д. 18";"Южный административный округ";"район Братеево";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"341-00-07";"gymu1587.mskobr.ru";"sch1587@sinergi.ru";98
14;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1636 ""Ника""";"115583 г. Москва, ул. Воронежская, д.7,к. 2";"Южный административный округ";"район Орехово-Борисово Южное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"399-23-18";"gymu1636.mskobr.ru";"sch1636@sinergi.ru";108
15;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1272";"115280, г. Москва, 1-й Кожуховский проезд, д.17";"Южный административный округ";"Даниловский район";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"710-36-43";"cou1272.mskobr.ru";"sch1272@sinergi.ru";115
16;"Государственное бюджетное образовательное учреждение города Москвы лицей № 1511 при ""Национальном исследовательском ядерном университете ""МИФИ""";"115522 г. Москва, Пролетарский пр-кт д.6,корп.3";"Южный административный округ";"район Москворечье-Сабурово";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Лицей";"(499) 324-29-21";"lycg1511.mskobr.ru";"Sch_1511@gor.educom.ru";130
17;"Государственное бюджетное образовательное учреждение города Москвы лицей № 1523";"115142 г. Москва, Кленовый б-р, д. 21";"Южный административный округ";"район Нагатинский Затон";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Лицей";"(499) 614-50-94";"http://lycu1523.mskobr.ru";"sch1523@sinergi.ru";131
18;"Государственное бюджетное образовательное учреждение города Москвы лицей № 1553 ""Лицей на Донской""";"115114 г. Москва, ул. Дербеневская д.13";"Южный административный округ";"Даниловский район";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Лицей";"(495) 959-77-38; (495) 959-76-71";"lycu1553.mskobr.ru/";"sch1553@sinergi.ru";139
19;"Государственное бюджетное образовательное учреждение города Москвы Лицей № 1580 при МГТУ имени Н.Э.Баумана";"117639 г. Москва, Балаклавский  проспект д. 6А";"Южный административный округ";"Нагорный район";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Лицей";"(499) 619-48-40";"lycu1580.mskobr.ru";"sch1580@sinergi.ru";148
20;"Государственное бюджетное образовательное учреждение города Москвы лицей № 1828 ""Сабурово""";"115211 Москва, Каширское ш. д.55-7";"Южный административный округ";"район Москворечье-Сабурово";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Лицей";"344-70-54";"cou1828.mskobr.ru";"sch1828@sinergi.ru";155
21;"Государственное бюджетное образовательное учреждение города Москвы лицей №1158";"117648, г. Москва, микрорайон Северное Чертаново корп. 809";"Южный административный округ";"район Чертаново Северное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Лицей";"(495) 312-04-60";"cou1158.mskobr.ru";"sch1158@sinergi.ru";156
22;"Государственное бюджетное образовательное учреждение города Москвы лицей №1451";"115191 г. Москва, ул. Мытная, дом 50 корпус 3";"Южный административный округ";"Даниловский район";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Лицей";"(495) 954-42-05";"cou1451.mskobr.ru";"sch1451@sinergi.ru";157
23;"Государственное бюджетное образовательное учреждение города Москвы лицей №507";"115446 г. Москва, Садовники д.12";"Южный административный округ";"район Нагатино-Садовники";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Лицей";"(499) 618-26-60; (499) 618-25-94";"cou1472.mskobr.ru";"sch507@sinergi.ru";159
24;"Государственное бюджетное образовательное учреждение города Москвы прогимназия № 1736";"115580 г.Москва, ул.Мусы Джалиля, д.29,к.3";"Южный административный округ";"район Зябликово";"Государственное";"Южное окружное управление образования";"Образовательное учреждение для детей дошкольного и младшего школьного возраста";"Прогимназия";"394-01-66";"pgym1736.mskobr.ru";"sch1736@sinergi.ru";172
25;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 630";"117105, Москва, Варшавское шоссе, д.12";"Южный административный округ";"Донской район";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа ""Школа Здоровья""";"(495) 954-93-65; (495) 954-92-05; (495) 954-92-08";"schzu630.mskobr.ru";"sch630@sinergi.ru";233
26;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 896";"115583 г.Москва, ул. Воронежская д.26,к.4";"Южный административный округ";"район Орехово-Борисово Южное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 398-50-34; (495) 398-50-89; (495) 398-50-86; (495) 398-11-98; (495) 398-50-16; (495) 398-83-34";"schzu896.mskobr.ru";"sch896@sinergi.ru";242
27;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 901";"117535 Москва, ул. Подольских Курсантов д.18 Б";"Южный административный округ";"район Чертаново Южное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа ""Школа Здоровья""";"381-77-13";"schzu901.mskobr.ru";"sch901@sinergi.ru";244
28;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 939";"115563 г. Москва, Борисовский проезд, дом 40, клорпус 2";"Южный административный округ";"район Орехово-Борисово Северное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа ""Школа Здоровья""";"(495) 393-14-90";"schu939.mskobr.ru";"sch939@sinergi.ru";245
29;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа надомного обучения"" №196";"119334 г. Москва, 5-ый  Донской пр-д, д.21А, корп.29";"Южный административный округ";"Донской район";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа ""Школа надомного обучения""";"(495) 954-47-47; (495) 954-41-75; (495) 954-52-02";"schdu196.mskobr.ru/";"sch196@sinergi.ru";258
30;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1034";"115612 г. Москва, ул. Братеевская, д.8, корп. 2";"Южный административный округ";"район Братеево";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 342-88-65; (495) 341-44-73";"schu1034.mskobr.ru";"sch1034@sinergi.ru";279
31;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1055";"115407 г. Москва,ул. Судостроительная д.31,к.2";"Южный административный округ";"район Нагатинский Затон";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 618-55-55";"schu1055.mskobr.ru";"sch1055@sinergi.ru";288
32;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1173";"117519 г. Москва,ул. Чертановская, дом 27";"Южный административный округ";"район Чертаново Центральное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 313-06-46";"schu1173.mskobr.ru";"sch1173@sinergi.ru";333
33;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1179";"117208 г. Москва, ул. Чертановская , дом 1 А, корп.3";"Южный административный округ";"район Чертаново Северное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"316-11-36";"schu1179.mskobr.ru";"sch1179@sinergi.ru";336
34;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1623";"117587 г. Москва, Варшавское шоссе, дом 126А";"Южный административный округ";"район Чертаново Северное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"315-37-19";"schu1623.mskobr.ru/";"sch1623@sinergi.ru";377
35;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1640";"115477 г. Москва, ул. Бехтерева д.17а";"Южный административный округ";"район Царицыно";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 325-29-06; (495) 325-17-15; (495) 325-05-82; (495) 322-42-24; (495) 325-09-68";"schu1640.mskobr.ru";"sch1640@sinergi.ru";379
36;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1750";"115407 г. Москва, Нагатинская наб.д.56";"Южный административный округ";"район Нагатинский Затон";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 616-05-00";"schu1750.mskobr.ru";"sch1750@sinergi.ru";395
37;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1929";"115211 г. Москва, Борисовские пруды д.12,к.2";"Южный административный округ";"район Братеево";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"341-59-96";"http://schu1929.mskobr.ru/";"sch1929@sinergi.ru";421
38;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2000";"115522 г. Москва, ул. Кантемировская, д. 22, к. 6";"Южный административный округ";"район Москворечье-Сабурово";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 324-61-45; (499) 324-52-57";"cou2000.mskobr.ru";"sch2000@sinergi.ru";454
39;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2001";"117546 г.Москва, Харьковский проезд, д.9б";"Южный административный округ";"район Бирюлёво Западное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 383-73-42";"schu2001.mskobr.ru";"sch2001@sinergi.ru";455
40;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2016";"117452 г. Москва, Чонгарский б-р, д.17";"Южный административный округ";"Нагорный район";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 610-04-76";"schu2016.mskobr.ru";"sch2016@sinergi.ru";464
41;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2017";"115211, г.Москва, ул.Борисовские пруды, д.11, к.1";"Южный административный округ";"район Москворечье-Сабурово";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"655-91-90";"schu2017.mskobr.ru";"sch2017@sinergi.ru";465
42;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 420";"115551 г.Москва, Шипиловская ул.д.18. к.2";"Южный административный округ";"район Орехово-Борисово Северное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"392-26-00";"schu420.mskobr.ru";"sch420@sinergi.ru";631
43;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 426";"115563 г. Москва, Борисовский пр-д, д.10, к.2";"Южный административный округ";"район Орехово-Борисово Северное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 394-02-22";"schu426.mskobr.ru";"sch426@sinergi.ru";635
44;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 438";"115563 г. Москва, Борисовский пр-д д. 40,к.3";"Южный административный округ";"район Орехово-Борисово Северное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"394-03-55";"schu438.mskobr.ru";"sch438@sinergi.ru";641
45;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 463 имени Героя Советского Союза Д.Н.Медведева";"115470 г.Москва,Судостроительная ул. д.10,к.1";"Южный административный округ";"район Нагатинский Затон";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 612-34-19";"schu463.mskobr.ru";"sch463@sinergi.ru";651
46;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 492";"115407 г. Москва,ул. Затонная,д.7,к.3";"Южный административный округ";"район Нагатинский Затон";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 614-66-55; (499) 614-66-55";"schu492.mskobr.ru";"sch492@sinergi.ru";664
47;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 494 имени Героя Российской Федерации А.Н. Рожкова";"115432 г. Москва,ул..Лобанова, д.3";"Южный административный округ";"Даниловский район";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"679-34-97";"schu494.mskobr.ru/";"sch494@sinergi.ru";666
48;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 508";"115404, г. Москва, Элеваторная, д.4, к.2";"Южный административный округ";"район Бирюлёво Восточное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"326-63-38";"schu508.mskobr.ru";"sch508@sinergi.ru";671
49;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 510";"115551 г. Москва, Ореховый Бульвар д.3";"Южный административный округ";"район Орехово-Борисово Северное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 391-89-44; (495) 391-57-85; (495) 391-14-45; (495) 391-14-46";"schu510.mskobr.ru";"sch510@sinergi.ru";674
50;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 511";"115409 г.Москва, ул.Москворечье, 39";"Южный административный округ";"район Москворечье-Сабурово";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"324-94-87";"schu511.mskobr.ru";"sch511@sinergi.ru";675
51;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 515";"113556 г. Москва, ул. Артековская д. 3";"Южный административный округ";"Нагорный район";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"610-05-98";"schu515.mskobr.ru";"sch515@sinergi.ru";677
52;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 534";"115573 г. Москва, Ореховый пр-д д.17,к.2";"Южный административный округ";"район Зябликово";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"395-42-66";"schu534.mskobr.ru";"sch534@sinergi.ru";691
53;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 544";"115582  г. Москва, Каширское шоссе, д.116, к.3";"Южный административный округ";"район Орехово-Борисово Южное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 398-79-81; (495) 398-88-54";"schu544.mskobr.ru";"sch544@sinergi.ru";697
54;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 546";"117452 г. Москва, Симферопольский б-р, д.23а";"Южный административный округ";"Нагорный район";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 619-90-69; (499) 610-98-11; (499) 619-84-72; (499) 619-34-48; (499) 619-90-61; (499) 619-88-80";"schu546.mskobr.ru/";"sch546@sinergi.ru";698
55;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 547";"115191 г. Москва, Малая Тульская ул., д.15";"Южный административный округ";"Даниловский район";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 235-11-91; (499) 235-96-61";"schu547.mskobr.ru";"sch547@sinergi.ru";699
56;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 549";"117519 г. Москва, ул. Кировоградская, д. 21";"Южный административный округ";"район Чертаново Южное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"387-60-33";"schu549.mskobr.ru/";"sch549@sinergi.ru";700
57;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 550";"117648 г. Москва, Северное Чертаново, к.809а, 810";"Южный административный округ";"район Чертаново Северное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 318-30-44";"schu550.mskobr.ru";"sch550@sinergi.ru";701
58;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 556";"117570 г. Москва, Днепропетровская ул. д.33 А";"Южный административный округ";"район Чертаново Центральное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 313-74-10";"cou556.mskobr.ru";"sch556@sinergi.ru";704
59;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 566";"117152 г. Москва, Загородное шоссе, дом 8А";"Южный административный округ";"Донской район";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 952-93-59";"schu566.mskobr.ru";"sch566@sinergi.ru";706
60;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 581";"115583 г. Москва,т ул. Ясеневая д.21,к 3";"Южный административный округ";"район Орехово-Борисово Южное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"399-45-10";"schu581.mskobr.ru";"sch581@sinergi.ru";709
61;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 585";"115561 г. Москва,ул. Ясеневая д.8,к.2";"Южный административный округ";"район Орехово-Борисово Южное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"399-48-28";"schu585.mskobr.ru";"sch585@sinergi.ru";711
62;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 628";"117638 г. Москва, ул. Криворожская, д.27а";"Южный административный округ";"Нагорный район";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 317-73-49; (499) 613-85-22; (499) 613-76-66";"schzu628.mskobr.ru";"dou60@sinergi.ru";732
63;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 629";"117405 Москва, Варшавское ш. д.156 Б";"Южный административный округ";"район Чертаново Южное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 386-12-59";"cou1178.mskobr.ru";"sch1178@sinergi.ru";733
64;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 639";"117419 г. Москва, Стасовой ул. д.8";"Южный административный округ";"Донской район";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"954-37-93";"schu639.mskobr.ru";"sch639@sinergi.ru";738
65;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 652";"117570 г. Москва, ул.Красного Маяка,д.13А";"Южный административный округ";"район Чертаново Центральное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"387-35-27";"schu652.mskobr.ru";"sch652@sinergi.ru";744
66;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 657";"117545, г. Москва, ул. Подольских Курсантов, д. 16 А";"Южный административный округ";"район Чертаново Южное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 381-72-38; (495) 381-72-29";"schu657.mskobr.ru";"sch657@sinergi.ru";745
67;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 667";"117403 г. Москва Востряковский проезд, 13а";"Южный административный округ";"район Бирюлёво Западное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 383-36-66";"schu667.mskobr.ru";"sch667@sinergi.ru";751
68;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 728";"117208 г.Москва,ул. Кировоградская д.6 Б";"Южный административный округ";"район Чертаново Северное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 312-62-38; (495) 311-05-60";"schu728.mskobr.ru";"sch728@sinergi.ru";780
69;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 840";"115516 г. Москва, Кавказский б-р, д. 37, к. 2";"Южный административный округ";"район Царицыно";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"325-54-81";"schu840.mskobr.ru/";"sch840@sinergi.ru";844
70;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 851";"117587 Москва, ул. Кировоградская д.8Г";"Южный административный округ";"район Чертаново Северное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"312-95-02";"schu851.mskobr.ru";"sch851@sinergi.ru";853
71;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 856";"117208 г.Москва, Сумской пр, д .12, корп.6";"Южный административный округ";"район Чертаново Северное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 723-32-90";"schu856.mskobr.ru";"sch856@sinergi.ru";857
72;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 859";"117535 г. Москва, ул. Дорожная д.22 А";"Южный административный округ";"район Чертаново Южное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 382-85-85; (499) 382-10-83";"schu859.mskobr.ru";"sch859@sinergi.ru";858
73;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 867";"115612 г. Москва, ул.Ключевая, 6 корп.2";"Южный административный округ";"район Братеево";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"341-08-07";"schu867.mskobr.ru";"sch867@sinergi.ru";864
74;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 870";"115516 г. Москва, ул. Веселая, дом № 12";"Южный административный округ";"район Царицыно";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 322-08-76";"schu501.mskobr.ru";"sch870@sinergi.ru";866
75;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 871";"115573 г.Москва, Ореховый б-р, д.35, к.3";"Южный административный округ";"район Зябликово";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"394-94-11";"schu871.mskobr.ru";"sch871@sinergi.ru";867
76;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 878";"115569 г. Москва, Шипиловский пр-д, д. 37, к. 2";"Южный административный округ";"район Орехово-Борисово Северное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"391-29-00";"schu878.mskobr.ru";"sch878@sinergi.ru";869
77;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 880";"117570 Москва, ул. Чертановская, д.44А";"Южный административный округ";"район Чертаново Центральное";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"313-72-63";"schu880.mskobr.ru";"sch880@sinergi.ru";870
