"OBJECTID";"ADDRESS";"ID";"POINT_X";"POINT_Y";"OBJECTID_1";"IN_FID";"NEAR_FID";"NEAR_DIST";"NEAR_X";"NEAR_Y"
1130;"Москва, Никитинская ул, д.1, корп.1";1130;37,774796;55,795656;1130;1130;1169;0,001500;37,773857;55,796826
1131;"Москва, Никитинская ул, д.1, корп.2";1131;37,774095;55,795287;1131;1131;1169;0,001557;37,773857;55,796826
1132;"Москва, Никитинская ул, д.1, корп.3";1132;37,773223;55,795459;1132;1132;1169;0,001506;37,773857;55,796826
1133;"Москва, Никитинская ул, д.11";1133;37,774715;55,798449;1133;1133;1170;0,001730;37,773543;55,797176
1134;"Москва, Никитинская ул, д.11А";1134;37,773933;55,798657;1134;1134;1170;0,001531;37,773543;55,797176
1135;"Москва, Никитинская ул, д.12";1135;37,775469;55,800651;1135;1135;893;0,002914;37,776908;55,803186
1136;"Москва, Никитинская ул, д.13";1136;37,774679;55,799031;1136;1136;1170;0,002175;37,773543;55,797176
1137;"Москва, Никитинская ул, д.13А";1137;37,774301;55,799062;1137;1137;1170;0,002032;37,773543;55,797176
1138;"Москва, Никитинская ул, д.14, корп.1";1138;37,774670;55,803489;1138;1138;893;0,002258;37,776908;55,803186
1139;"Москва, Никитинская ул, д.14, корп.2";1139;37,775703;55,803535;1139;1139;893;0,001254;37,776908;55,803186
1140;"Москва, Никитинская ул, д.15, корп.1";1140;37,774301;55,799446;1140;1140;1170;0,002393;37,773543;55,797176
1141;"Москва, Никитинская ул, д.15, корп.2";1141;37,773511;55,799431;1141;1141;1170;0,002255;37,773543;55,797176
1142;"Москва, Никитинская ул, д.15, корп.3";1142;37,772343;55,799431;1142;1142;1170;0,002554;37,773543;55,797176
1143;"Москва, Никитинская ул, д.15А";1143;37,772954;55,799031;1143;1143;1170;0,001946;37,773543;55,797176
1144;"Москва, Никитинская ул, д.16, корп.1";1144;37,774796;55,804283;1144;1144;16;0,002234;37,775078;55,806500
1145;"Москва, Никитинская ул, д.16, корп.2";1145;37,775855;55,804364;1145;1145;893;0,001579;37,776908;55,803186
1146;"Москва, Никитинская ул, д.16, корп.3";1146;37,776547;55,804369;1146;1146;893;0,001236;37,776908;55,803186
1147;"Москва, Никитинская ул, д.17";1147;37,774598;55,799902;1147;1147;1170;0,002923;37,773543;55,797176
1148;"Москва, Никитинская ул, д.17, корп.2";1148;37,773852;55,799973;1148;1148;1170;0,002814;37,773543;55,797176
1149;"Москва, Никитинская ул, д.17, корп.3";1149;37,772882;55,799866;1149;1149;1170;0,002770;37,773543;55,797176
1150;"Москва, Никитинская ул, д.18";1150;37,775254;55,805036;1150;1150;16;0,001473;37,775078;55,806500
1151;"Москва, Никитинская ул, д.19, корп.1";1151;37,774382;55,800554;1151;1151;1170;0,003480;37,773543;55,797176
1152;"Москва, Никитинская ул, д.19, корп.2";1152;37,773592;55,800539;1152;1152;1170;0,003363;37,773543;55,797176
1153;"Москва, Никитинская ул, д.19, корп.3";1153;37,772747;55,800524;1153;1153;1170;0,003441;37,773543;55,797176
1154;"Москва, Никитинская ул, д.2";1154;37,776215;55,795565;1154;1154;1169;0,002674;37,773857;55,796826
1155;"Москва, Никитинская ул, д.20";1155;37,774499;55,805326;1155;1155;16;0,001309;37,775078;55,806500
1156;"Москва, Никитинская ул, д.21, корп.1";1156;37,774292;55,801450;1156;1156;893;0,003139;37,776908;55,803186
1157;"Москва, Никитинская ул, д.21, корп.2";1157;37,773556;55,801460;1157;1157;893;0,003770;37,776908;55,803186
1158;"Москва, Никитинская ул, д.21, корп.3";1158;37,772729;55,801460;1158;1158;1170;0,004360;37,773543;55,797176
1159;"Москва, Никитинская ул, д.22";1159;37,775083;55,805741;1159;1159;16;0,000759;37,775078;55,806500
1160;"Москва, Никитинская ул, д.24";1160;37,774230;55,806287;1160;1160;16;0,000874;37,775078;55,806500
1161;"Москва, Никитинская ул, д.25, корп.1";1161;37,773897;55,803368;1161;1161;893;0,003016;37,776908;55,803186
1162;"Москва, Никитинская ул, д.25, корп.2";1162;37,773179;55,803388;1162;1162;16;0,003645;37,775078;55,806500
1163;"Москва, Никитинская ул, д.26, корп.1";1163;37,773718;55,806924;1163;1163;16;0,001424;37,775078;55,806500
1164;"Москва, Никитинская ул, д.26, корп.2";1164;37,774661;55,806990;1164;1164;16;0,000643;37,775078;55,806500
1165;"Москва, Никитинская ул, д.27, корп.1";1165;37,773412;55,804066;1165;1165;16;0,002949;37,775078;55,806500
1166;"Москва, Никитинская ул, д.27, корп.2";1166;37,772729;55,803909;1166;1166;16;0,003497;37,775078;55,806500
1167;"Москва, Никитинская ул, д.27, корп.3";1167;37,772235;55,804369;1167;1167;16;0,003553;37,775078;55,806500
1168;"Москва, Никитинская ул, д.29";1168;37,773502;55,804708;1168;1168;16;0,002386;37,775078;55,806500
1169;"Москва, Никитинская ул, д.3, стр.1";1169;37,773744;55,795909;1169;1169;1169;0,000923;37,773857;55,796826
1170;"Москва, Никитинская ул, д.31";1170;37,773089;55,805224;1170;1170;16;0,002363;37,775078;55,806500
1171;"Москва, Никитинская ул, д.31, корп.1";1171;37,771580;55,805149;1171;1171;16;0,003749;37,775078;55,806500
1172;"Москва, Никитинская ул, д.31, корп.2";1172;37,772217;55,805563;1172;1172;16;0,003010;37,775078;55,806500
1173;"Москва, Никитинская ул, д.33";1173;37,773205;55,805791;1173;1173;16;0,002002;37,775078;55,806500
1174;"Москва, Никитинская ул, д.35, корп.1";1174;37,772783;55,806302;1174;1174;16;0,002303;37,775078;55,806500
1175;"Москва, Никитинская ул, д.35, корп.2";1175;37,772083;55,806241;1175;1175;16;0,003006;37,775078;55,806500
1176;"Москва, Никитинская ул, д.37";1176;37,772882;55,806935;1176;1176;16;0,002238;37,775078;55,806500
1177;"Москва, Никитинская ул, д.4";1177;37,775721;55,795934;1177;1177;1169;0,002066;37,773857;55,796826
1178;"Москва, Никитинская ул, д.5";1178;37,774535;55,796456;1178;1178;1169;0,000772;37,773857;55,796826
1179;"Москва, Никитинская ул, д.6";1179;37,775667;55,797154;1179;1179;1169;0,001839;37,773857;55,796826
1180;"Москва, Никитинская ул, д.7";1180;37,773528;55,797134;1180;1180;1170;0,000044;37,773543;55,797176
1181;"Москва, Никитинская ул, д.8, корп.1";1181;37,775478;55,798485;1181;1181;1169;0,002319;37,773857;55,796826
1182;"Москва, Никитинская ул, д.8, корп.2";1182;37,776233;55,798505;1182;1182;1169;0,002909;37,773857;55,796826
1183;"Москва, Никитинская ул, д.9";1183;37,774706;55,797493;1183;1183;1169;0,001079;37,773857;55,796826
1184;"Москва, Первомайская ул, д.1";1184;37,771139;55,790494;1184;1184;1169;0,006890;37,773857;55,796826
1185;"Москва, Первомайская ул, д.10, корп.1";1185;37,773942;55,790297;1185;1185;1162;0,005781;37,779514;55,788753
1186;"Москва, Первомайская ул, д.12";1186;37,775083;55,790767;1186;1186;1162;0,004867;37,779514;55,788753
1187;"Москва, Первомайская ул, д.14";1187;37,775406;55,791197;1187;1187;1162;0,004780;37,779514;55,788753
1188;"Москва, Первомайская ул, д.16";1188;37,776170;55,791004;1188;1188;1162;0,004031;37,779514;55,788753
1189;"Москва, Первомайская ул, д.17";1189;37,777832;55,792346;1189;1189;973;0,003566;37,781189;55,793549
1190;"Москва, Первомайская ул, д.18";1190;37,776790;55,791395;1190;1190;1162;0,003794;37,779514;55,788753
1191;"Москва, Первомайская ул, д.19";1191;37,779242;55,792554;1191;1191;973;0,002186;37,781189;55,793549
1192;"Москва, Первомайская ул, д.24";1192;37,778811;55,791997;1192;1192;973;0,002839;37,781189;55,793549
1193;"Москва, Первомайская ул, д.25/26";1193;37,780329;55,792650;1193;1193;973;0,001244;37,781189;55,793549
1194;"Москва, Первомайская ул, д.26";1194;37,779601;55,791830;1194;1194;973;0,002340;37,781189;55,793549
1195;"Москва, Первомайская ул, д.28/24";1195;37,780608;55,791749;1195;1195;973;0,001891;37,781189;55,793549
1196;"Москва, Первомайская ул, д.3";1196;37,772136;55,790874;1196;1196;1169;0,006195;37,773857;55,796826
1197;"Москва, Первомайская ул, д.3, корп.1";1197;37,771678;55,791572;1197;1197;1169;0,005687;37,773857;55,796826
1198;"Москва, Первомайская ул, д.30";1198;37,781695;55,792265;1198;1198;973;0,001380;37,781189;55,793549
1199;"Москва, Первомайская ул, д.32/23";1199;37,782691;55,791820;1199;1199;973;0,002290;37,781189;55,793549
1200;"Москва, Первомайская ул, д.34/16";1200;37,783752;55,792539;1200;1200;973;0,002754;37,781189;55,793549
1201;"Москва, Первомайская ул, д.35/18";1201;37,783392;55,793065;1201;1201;973;0,002255;37,781189;55,793549
1202;"Москва, Первомайская ул, д.37";1202;37,784300;55,793581;1202;1202;973;0,003111;37,781189;55,793549
1203;"Москва, Первомайская ул, д.38";1203;37,784758;55,792442;1203;1203;973;0,003736;37,781189;55,793549
1204;"Москва, Первомайская ул, д.39";1204;37,785081;55,793256;1204;1204;973;0,003902;37,781189;55,793549
1205;"Москва, Первомайская ул, д.4";1205;37,771535;55,790079;1205;1205;1169;0,007135;37,773857;55,796826
1206;"Москва, Первомайская ул, д.40/19";1206;37,785512;55,792645;1206;1206;973;0,004416;37,781189;55,793549
1207;"Москва, Первомайская ул, д.42";1207;37,787075;55,792736;1207;1207;1129;0,005214;37,785321;55,797647
1208;"Москва, Первомайская ул, д.43";1208;37,786204;55,793414;1208;1208;1129;0,004324;37,785321;55,797647
1209;"Москва, Первомайская ул, д.44/20";1209;37,788782;55,791977;1209;1209;1857;0,004192;37,792557;55,790154
