"OBJECTID";"name";"adress";"okrug";"rayon";"form_of_incorporation";"submission";"tip_uchrezhdeniya";"vid_uchrezhdeniya";"telephone";"web_site";"e_mail";"ID"
17;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная  школа № 1121";"127247, г. Москва, Бескудниковский бульвар, дом 50б";"Северный административный округ";"Бескудниковский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"483-35-86";"schs1121.mskobr.ru";"school.1121@mail.ru";186
18;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа  ""Школа здоровья"" № 668 имени Героя Советского Союза В.П.Кислякова";"127644, г. Москва, Вагоноремонтная улица, дом 15-А";"Северный административный округ";"Дмитровский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа ""Школа Здоровья""";"485-78-18";"schz668s.mskobr.ru";"sch668.06@mail.ru";187
19;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа  № 648";"125581, г. Москва ул. Флотская, д. 11";"Северный административный округ";"район Ховрино";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 453-01-75";"schs648.mskobr.ru";"schl648@mail.ru";191
20;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа  № 706";"125252, г. Москва, Песчаный пер., д. 6";"Северный административный округ";"район Сокол";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"198-17-31";"schs706.mskobr.ru";"sh706Dan@rambler.ru";192
21;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 1029";"127540 г. Москва, ул. Дубнинская, д. 18 б";"Северный административный округ";"район Восточное Дегунино";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа ""Школа Здоровья""";"481-81-61";"schzs1029.mskobr.ru/";"gousosh1029@mail.ru";198
22;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 1159";"125413, г. Москва, Солнечногорский проезд, д. 7";"Северный административный округ";"Головинский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа ""Школа Здоровья""";"454-62-89";"schzs1159.mskobr.ru";"s1159@yandex.ru";204
23;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 682";"125493, г. Москва, ул.Авангардная, д.11А";"Северный административный округ";"Головинский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа ""Школа Здоровья""";"452-51-19";"schzs682.mskobr.ru";"zz682@yandex.ru";236
24;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа надомного обучения"" № 526";"125171 Г. Москва, Ленинрадское ш.,дом 8/2, строение 1Б";"Северный административный округ";"Войковский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа ""Школа надомного обучения""";"(495) 708-28-99";"sch526s.mskobr.ru";"school526@mail.ru";256
25;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1112 имени Героя Советского Союза В.В. Колесника";"125502, г. Москва, ул. Фестивальная, дом 69";"Северный административный округ";"район Ховрино";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"455-82-44";"schs1112.mskobr.ru";"School1112@mail.ru";309
26;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1120";"127591, г. Москва, улица Дубнинская, дом 36А";"Северный административный округ";"район Восточное Дегунино";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"485-78-54";"schs1120.mskobr.ru";"sch1120@rambler.ru";314
27;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1125";"125599, г. Москва, ул. Бусиновская Горка, дом 7, корпус 2";"Северный административный округ";"район Западное Дегунино";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 486-02-14; (495) 486-01-07";"schs1125.mskobr.ru";"school1125@mail.ru";315
28;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1164";"127220, г. Москва, Писцовая улица, дом 7а";"Северный административный округ";"Савёловский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"656-07-50";"sch1164.sao.mskobr.ru";"sch1164@list.ru";331
29;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 148";"123007 г. Москва, Хорошевское ш., д. 64а, стр. 2";"Северный административный округ";"Хорошёвский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 941-57-58; (495) 941-57-56; (495) 941-57-57; (495) 941-57-54; (495) 941-57-53; (495) 941-34-62; (495) 941-59-76; (495) 941-31-28; (495) 941-37-49";"schg148.mskobr.ru";"eea148@yandex.ru";366
30;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 152";"125319, г. Москва, 1-ая Аэропортовская улица, дом 1";"Северный административный округ";"район Аэропорт";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"151-02-16";"shk152s.mskobr.ru";"shk152@mail.ru";371
31;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 153";"125445, г. Москва, Прибрежный проезд, д.12";"Северный административный округ";"район Левобережный";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"458-22-91";"schs153.mskobr.ru";"sch153_LB@mail.ru";372
32;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 155";"125040, г. Москва ул. Правды, д. 1а";"Северный административный округ";"район Беговой";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"614-21-60";"schs155.mskobr.ru";"SH-155@yandex.ru";373
33;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 158";"124445, г. Москва, Валдайский проезд, дом 14";"Северный административный округ";"район Левобережный";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"457-33-51";"schs158.mskobr.ru";"school158cao@mail.ru";375
34;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 163";"127238, г. Москва,  Линейный проезд, д. 11";"Северный административный округ";"Тимирязевский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 488-70-10";"schs163.mskobr.ru";"school163@inbox.ru";378
35;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 167 имени Маршала Л.А.Говорова";"125565, г. Москва, ул. Ленинградское шоссе, д. 94А";"Северный административный округ";"район Левобережный";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с этнокультурным (национальным) компонентом образования";"457-70-41";"schs692.mskobr.ru";"schooladmin692@rambler.ru";381
36;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 183";"127474, г. Москва, Дубнинская улица, дом 59";"Северный административный округ";"Бескудниковский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"488-12-25";"schs183.mskobr.ru";"18325@mail.ru";400
37;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 184";"127411, г. Москва, Карельский бульвар, дом 20";"Северный административный округ";"Дмитровский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"485-89-00";"sch184s.mskobr.ru";"director184@yandex.ru";401
38;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 185";"125008, г. Москва, ул. Михалковская, д. 3";"Северный административный округ";"район Коптево";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 154-43-61; (499) 154-44-41; (499) 153-12-01; (499) 153-12-71";"schs185.mskobr.ru";"schol.185@mail.ru";403
39;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2020";"125475 г. Москва, ул. Клинская, д. 20а";"Северный административный округ";"район Ховрино";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 451-01-90; (495) 451-02-56";"schs2020.mskobr.ru";"school@sсhool2020.org.ru";466
40;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2029";"""125475, город  Москва, улица  Клинская, дом 16 А""";"Северный административный округ";"район Ховрино";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 975-81-64; (499) 975-81-59";"schs2029.mskobr.ru";"shkola2029@yandex.ru";469
41;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2043";"127247, г. Москва, Бескудниковский проезд, дом 4а";"Северный административный округ";"Бескудниковский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 489-72-53; (499) 489-72-31; (499) 489-72-40; (499) 489-72-16";"sch2043s.mskobr.ru";"school2043@mail.ru";477
42;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 207";"127206 г. Москва, Астрадамский проезд, д. 5";"Северный административный округ";"Тимирязевский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"611-13-29";"schs207.mskobr.ru";"shkola207@inbox.ru";500
43;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 208";"127474, г. Москва, Бескудниковский переулок, дом 4 А";"Северный административный округ";"Бескудниковский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 487-94-13; (495) 488-45-85";"schs208.mskobr.ru";"school208@mail.ru";509
44;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 211";"127287, г. Москва, ул. Писцовая, д. 14А";"Северный административный округ";"Савёловский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 685-75-55; (495) 685-78-47";"schs211.mskobr.ru";"sch211@yandex.ru";515
45;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 212";"125183, г. Москва,  4-й Новомихалковский проезд, дом 9А";"Северный административный округ";"район Коптево";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"154-74-91";"schs212.mskobr.ru";"school212@mail.ru";516
46;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 213";"127299, г. Москва, ул. Космонавта Волкова, д. 23";"Северный административный округ";"Войковский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"150-95-95";"schs213.mskobr.ru";"school-213@mail.ru";517
47;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 215";"125239, г. Москва, 3-й Михалковский переулок, дом 16";"Северный административный округ";"район Коптево";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 154-63-81";"schs215.mskobr.ru";"sh215@narod.ru";518
48;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 216";"127206, г. Москва, ул. Вучетича, д.6";"Северный административный округ";"Тимирязевский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 611-32-30; (495) 611-00-43; (495) 611-06-48";"schs216.mskobr.ru";"shkola216@yandex.ru";519
49;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 220";"125124, г. Москва, пер. Расковой, дом 14А";"Северный административный округ";"район Беговой";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 612-02-61; (495) 613-40-15";"schs220.mskobr.ru";"school-220@mail.ru";522
50;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 221";"127083, г. Москва, Улица Верхняя Масловка, дом 26";"Северный административный округ";"Савёловский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"612-62-01";"schs221.mskobr.ru/";"shk-221@yandex.ru";523
51;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 222";"127591, г. Москва, улица 800-летия Москвы, дом 7а";"Северный административный округ";"район Восточное Дегунино";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"480-53-11";"schs222.mskobr.ru";"rodnichok222@yandex.ru";524
52;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 224";"125212, г. Москва Лениградское шоссе, дом 54";"Северный административный округ";"Войковский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 452-52-14";"schs224.mskobr.ru";"224_school@mail.ru";525
53;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 227";"125319 г. Москва, ул. 8 марта, д. 17";"Северный административный округ";"район Аэропорт";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"152-78-26";"schs227.mskobr.ru/";"school227couo_do@mail.ru";526
54;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 231";"127474, г. Москва, улица Дубнинская, дом 23";"Северный административный округ";"район Восточное Дегунино";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 480-08-10";"schs231.mskobr.ru";"school231@bk.ru";530
55;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 236";"125412, г. Москва, ул. Клязьминская , дом 8а";"Северный административный округ";"Дмитровский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"906-75-77";"schs236.mskobr.ru/";"school236@mail.ru";533
56;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 244";"127486, г. Москва, Бескудниковский бульвар, д. 53";"Северный административный округ";"Бескудниковский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"488-00-73";"http://schs244.mskobr.ru";"sch244@mail.ru";536
57;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 251";"125635, г. Москва, улица Базовская, дом 20А, строение 2";"Северный административный округ";"район Западное Дегунино";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 906-68-54; (499) 906-23-10; (499) 905-23-59";"schs251.mskobr.ru";"sch251@list.ru";542
58;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 272";"127474, г. Москва, ул. Дубнинская, д. 41";"Северный административный округ";"Бескудниковский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"480-61-12";"schs272.mskobr.ru";"school272@yandex.ru";553
59;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 425";"125475, г. Москва, ул. Клинская, д.24";"Северный административный округ";"район Ховрино";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"451-20-71";"schs425.mskobr.ru/";"school-425@yandex.ru";634
60;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 596";"125413, г. Москва, улица Флотская, дом 64";"Северный административный округ";"Головинский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"453-45-41";"schs596.mskobr.ru";"school596m@rambler.ru";718
61;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 597";"125502,  г. Москва, Петрозаводская ул., д. 19 А";"Северный административный округ";"район Ховрино";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 455-16-07; (495) 455-02-75; (495) 455-03-11";"schs597.mskobr.ru";"school-597@yandex.ru";719
62;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 601";"125319, г. Москва, ул. Академика Ильюшина, д. 8";"Северный административный округ";"район Аэропорт";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 152-18-57";"schs601.mskobr.ru";"Shkola601@mail.ru";721
63;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 603 имени Героя Советского Союза Н.И. Кузнецова";"125130 г. Москва, ул. Зои и Александра Космодемьянских, дом 33";"Северный административный округ";"район Коптево";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 156-10-19";"http://schs603.mskobr.ru";"school603@mail.ru";723
64;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 651";"125413 г. Москва, ул. Флотская, д. 60";"Северный административный округ";"Головинский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"453-44-25";"schs651.mskobr.ru";"sch651@mail.ru";743
65;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 660";"127486, г. Москва, ул. Дегунинская, д. 18";"Северный административный округ";"район Западное Дегунино";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 905-82-55";"schs660.mskobr.ru";"ego@sch660.ru";747
66;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 662";"125412 г. Москва, Талдомская ул. д. 13 а";"Северный административный округ";"район Западное Дегунино";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"905-01-78";"schs662.mskobr.ru";"school662@mail.ru";748
67;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 669";"125008, г. Москва, улица Михалковская, дом 14";"Северный административный округ";"район Коптево";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 154-84-16; (499) 154-24-05; (499) 154-20-57; (499) 153-03-58; (499) 153-40-31";"schs669.mskobr.ru";"cosh669@mail.ru";752
68;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 683";"127644, г. Москва, улица Клязьминская, дом 7, корпус 4";"Северный административный округ";"Дмитровский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"486-37-75";"schs683.mskobr.ru";"school683@mail.ru";756
69;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 684";"125315, г. Москва, улица Усиевича, дом 31 А";"Северный административный округ";"район Аэропорт";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"151-24-81";"schs684.mskobr.ru";"admin_sch684@mail.ru";757
70;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 694";"127287, г. Москва, 2-ая Хуторская улица, дом 15/17";"Северный административный округ";"Савёловский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"760-95-65";"schs694.mskobr.ru";"sch694@mail.ru";762
71;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 698";"125284 г. Москва, 1-й Боткинский пр-д, д. 9";"Северный административный округ";"район Беговой";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 945-96-63";"schs698.mskobr.ru/";"msk@school698.ru";763
72;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 717";"125171 г. Москва, улица Зои и Александра Космодемьянских, дом 4-а";"Северный административный округ";"Войковский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 150-13-14";"schs717.mskobr.ru";"sch717@mail.ru";772
73;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 725";"125414, г. Москва ул. Фестивальная, д. 42";"Северный административный округ";"Головинский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"453-91-03";"schs725.mskobr.ru";"school725@mail.ru";777
74;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 726";"125171 г. Москва,ул. Зои и Александра Космодемьянских., д. 6а";"Северный административный округ";"Войковский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 150-14-13";"sch726s.mskobr.ru";"sch726@mail.ru";778
75;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 727";"125438 г. Москва, 3-й Лихачевский переулок, дом 2а";"Северный административный округ";"Головинский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"154-02-39";"schs727.mskobr.ru";"NVBelousova@BK.ru";779
76;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 739";"125252, г. Москва, улица Сальвадора Альенде, дом 6";"Северный административный округ";"район Сокол";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 198-26-03; (499) 198-37-11";"schs739.mskobr.ru";"school739@mail.ru";787
77;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 743";"125008 г. Москва, Матроса Железняка бульвар,  дом 12";"Северный административный округ";"район Коптево";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 154-71-32; (499) 154-33-41; (495) 450-76-14";"schs743.mskobr.ru";"school743@mail.ru";790
78;"Государственное бюджетное образовательное учреждение города Москвы Средняя общеобразовательная школа № 744 имени Петра Николаевича Еремеева";"125212, г. Москва, Ленинградское шоссе, д. 30";"Северный административный округ";"Войковский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"159-75-73";"";"shkola-7442006@yandex.ru";791
