"OBJECTID";"name";"adress";"okrug";"rayon";"form_of_incorporation";"submission";"tip_uchrezhdeniya";"vid_uchrezhdeniya";"telephone";"web_site";"e_mail";"ID"
28;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1189 имени И.В. Курчатова";"123098, г. Москва, улица Маршала Василевского, дом 9, корпус 1";"Северо-Западный административный округ";"район Щукино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"193-60-23";"schsz1189.mskobr.ru";"sch1189@szouo.ru";338
29;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1190";"125430, г. Москва, Пятницкое шоссе, д. 25, корп. 3";"Северо-Западный административный округ";"район Митино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 753-19-21";"schsz1190.mskobr.ru";"sch1190@szouo.ru";340
30;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1191";"125430, г. Москва, ул. Митинская, д.48, кор. 2";"Северо-Западный административный округ";"район Митино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"794-25-34";"schsz1191.mskobr.ru";"sch1191@szouo.ru";341
31;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 138";"123154, г. Москва, ул. Генерала Глаголева, д. 10, корп. 2";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 199-27-22; (499) 199-09-79";"sch138.mskobr.ru";"sch138@szouo.ru";355
32;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1435";"125368, г. Москва, ул. Барышиха, д. 32;";"Северо-Западный административный округ";"район Митино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 753-47-11";"co1435.mskobr.ru";"sch1435@szouo.ru";362
33;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1489";"125430, г. Москва, улица Митинская дом 46 корпус 2";"Северо-Западный административный округ";"район Митино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"794-28-49";"co1489.mskobr.ru";"sch1489@szouo.ru";367
34;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1605";"123423, г. Москва, ул. Народного Ополчения, д. 22, к.4";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(449) 191-20-11; (499) 191-60-26; (499) 946-31-88; (499) 946-26-33";"sch1605.mskobr.ru";"sch1605@szouo.ru";376
35;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 172";"125481, г. Москва, ул. Фомичевой, д. 5, кор.1";"Северо-Западный административный округ";"район Северное Тушино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"492-83-22";"sch172.mskobr.ru";"sch172@szouo.ru";387
36;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1743";"125464, г. Москва, Новотушинский пр., д. 8";"Северо-Западный административный округ";"район Митино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 751-05-49";"ds1743.mskobr.ru";"sch1743@szouo.ru";393
37;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1747";"125368, г. Москва, 3-й Митинский переулок, д. 12, корп. 1";"Северо-Западный административный округ";"район Митино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 751-90-20; (495) 741-41-61; (495) 794-09-44";"schesz1747.mskobr.ru/";"sch1747@szouo.ru";394
38;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1874";"123098, г. Москва, ул. Маршала Новикова, д. 13";"Северо-Западный административный округ";"район Щукино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"193-61-20";"co1874.mskobr.ru";"sch1874@szouo.ru";405
39;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1943";"125222, г. Москва,Уваровский переулок, д. 8";"Северо-Западный административный округ";"район Митино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"794-40-75";"co1943.mskobr.ru/";"sch1943@szouo.ru";428
40;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1985";"125466, г. Москва, ул. Ландышевая, дом 8";"Северо-Западный административный округ";"район Куркино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 401-98-19";"cosz1985.mskobr.ru";"sch1985@szouo.ru";444
41;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1985";"125466, г. Москва, ул. Ландышевая, дом 8";"Северо-Западный административный округ";"район Куркино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 401-98-19";"cosz1985.mskobr.ru";"sch1985@szouo.ru";445
42;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2005";"125466, г. Москва, ул. Родионовская, д. 6/7";"Северо-Западный административный округ";"район Куркино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 401-85-98; (499) 401-85-99; (499) 401-86-00; (499) 401-86-01; (499) 401-86-02";"co2005.mskobr.ru";"sch2005@szouo.ru";457
43;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 680";"125480, г. Москва, бульвар Яна Райниса, д. 4, корп. 2";"Северо-Западный административный округ";"район Северное Тушино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 494-11-55";"sch680.mskobr.ru";"sch680@szouo.ru";754
44;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 70";"123592, г. Москва, Строгинский бульвар, д.14, корп. 5";"Северо-Западный административный округ";"район Строгино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"758-67-00";"schsz70.mskobr.ru";"sch70@szouo.ru";764
45;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 705";"123592, г. Москва, ул. Кулакова, д. 25, кор. 2";"Северо-Западный административный округ";"район Строгино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"758-36-87";"sch705.mskobr.ru";"sch705@szouo.ru";766
46;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 769";"125481, г. Москва, ул. Планерная, д. 12, корп. 2";"Северо-Западный административный округ";"район Северное Тушино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"495-44-30";"sch769.mskobr.ru/";"sch769@szouo.ru";809
47;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 819";"125362, г. Москва, ул. Свободы, д.26";"Северо-Западный административный округ";"район Южное Тушино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"497-03-00";"sch819.mskobr.ru";"sch819@szouo.ru";839
48;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 820";"125362, г. Москва, ул. Тушинская, д.7";"Северо-Западный административный округ";"район Покровское-Стрешнево";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"491-76-33";"sch820.mskobr.ru";"sch820@szouo.ru";840
49;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 827";"125373, г. Москва, ул. Героев Панфиловцев, д. 35, кор. 2";"Северо-Западный административный округ";"район Северное Тушино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 496-55-29";"sch827.mskobr.ru";"sch827@szouo.ru";841
50;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 830";"125362, г. Москва, ул. Большая Набережная, 23";"Северо-Западный административный округ";"район Покровское-Стрешнево";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 491-30-04; (495) 491-51-23; (495) 491-72-89; (495) 491-68-62";"sch830.mskobr.ru";"sch830@szouo.ru";842
51;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 86 имени М.Е. Катукова";"123592, г. Москва, ул. Маршала Катукова, д. 12, к. 3";"Северо-Западный административный округ";"район Строгино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 750-00-47";"schsz86.mskobr.ru";"sch86@szouo.ru";859
52;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 882";"125367, г. Москва, Врачебный проезд, д. 12";"Северо-Западный административный округ";"район Покровское-Стрешнево";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 193-15-51";"http://schsz882.mskobr.ru/";"sch882@szouo.ru";871
53;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 89 имени А.П. Маресьева";"123592, г. Москва, ул. Кулакова, д.12, к. 2";"Северо-Западный административный округ";"район Строгино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"758-91-15";"sch89.mskobr.ru/";"school892005@yandex.ru";876
54;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 92";"123098, г. Москва, ул. Живописная, д. 32";"Северо-Западный административный округ";"район Щукино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 728-54-02; (499) 728-53-39; (499) 728-54-41";"schsz92.mskobr.ru";"sch92@szouo.ru";896
55;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1058";"125363, г. Москва, ул. Аэродромная, д. 9";"Северо-Западный административный округ";"район Южное Тушино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"948-66-19";"schzsz1058.mskobr.ru";"sch1058@szouo.ru";937
56;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1425";"125464, г. Москва, ул. Митинская, д.14";"Северо-Западный административный округ";"район Митино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 948-8405, (495) 949-6642";"co1425.mskobr.ru";"sch1425@szouo.ru";939
57;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1920";"125310, г. Москва, Пятницкое ш., д. 42, к. 2";"Северо-Западный административный округ";"район Митино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"794-30-14";"sch1920.mskobr.ru";"sch1920@szouo.ru";942
58;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №69 имени Б.Ш. Окуджавы";"123181, г. Москва, ул. Кулакова, д. 2, к. 2";"Северо-Западный административный округ";"район Строгино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"750-10-10";"sch69.mskobr.ru";"sch69@szouo.ru";950
59;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №821";"125476, г. Москва, Светлогорский пр., д. 7, корп. 1";"Северо-Западный административный округ";"район Южное Тушино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 949-23-98; (495) 493-43-60";"sch821.mskobr.ru";"sch821@szouo.ru";954
60;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением английского языка № 1285";"125362, г. Москва, ул. Вишневая, д. 20, корп. 1";"Северо-Западный административный округ";"район Покровское-Стрешнево";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"491-79-01";"schusz1285.mskobr.ru";"sch1285@szouo.ru";996
61;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1944";"125368, г. Москва, ул. Барышиха, д. 17, корп. 1";"Северо-Западный административный округ";"район Митино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 754-08-11";"schusz1944.mskobr.ru";"sch1944@szouo.ru";1026
62;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1295";"123458, г. Москва, ул. Твардовского, д. 20";"Северо-Западный административный округ";"район Строгино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 757-36-14";"schu1295.mskobr.ru";"sch1295@szouo.ru";1051
63;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1298";"125466, г. Москва, ул. Юровская, д. 97";"Северо-Западный административный округ";"район Куркино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 401-86-05";"schusz1298.mskobr.ru";"inbox@school1298.ru";1052
64;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1302";"123181, г. Москва, ул. Исаковского, д. 29, корп. 1";"Северо-Западный административный округ";"район Строгино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 942-98-10";"schu1302.mskobr.ru";"sch1302@szouo.ru";1053
65;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1387";"125466, г. Москва, улица Соколово - Мещерская, дом 27";"Северо-Западный административный округ";"район Куркино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 401-99-98";"schu1387.mskobr.ru";"sch1387@szouo.ru";1055
66;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1399";"125480, г. Москва, ул. Вилиса Лациса, 33-2";"Северо-Западный административный округ";"район Северное Тушино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 949-64-92";"schu1399.mskobr.ru";"sch1399@szouo.ru";1056
67;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением иностранных языков № 1900";"125222, г. Москва, улица Дубравная, дом 41, корпус 3";"Северо-Западный административный округ";"район Митино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 794-10-56";"sch1900.mskobr.ru";"sch1900@szouo.ru";1058
68;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка № 1212";"123060, г. Москва, ул. Маршала Рыбалко, д. 14";"Северо-Западный административный округ";"район Щукино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 728-40-02";"http://schusz1212.mskobr.ru/";"sch1212@szouo.ru";1073
69;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1286";"125480, г. Москва, ул. Героев Панфиловцев, д. 15";"Северо-Западный административный округ";"район Северное Тушино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 496-36-25; (495) 495-74-01";"schu1286.mskobr.ru";"sch1286@szouo.ru";1113
70;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1089 ""Коллаж""";"123154, г.Москва, ул.Берзарина, д.19, корп.2";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"197-00-97";"cosz1089.mskobr.ru";"sch1089@szouo.ru";1147
71;"Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1463";"123368, г.Москва, ул.Барышиха, д.29, к.1";"Северо-Западный административный округ";"район Митино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"754-14-61";"co1463.mskobr.ru/";"sch1463@szouo.ru";1188
72;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1619 имени М.И. Цветаевой";"123458, г. Москва, ул. Таллинская, д. 20, корп. 4";"Северо-Западный административный округ";"район Строгино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"758-10-72";"co1619.mskobr.ru";"cntr1619@mail.ru";1217
73;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 644 ""Гармония""";"125480, г. Москва, ул. Вилиса Лациса, д. 11, корп. 2";"Северо-Западный административный округ";"район Северное Тушино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"495-12-46";"co644.mskobr.ru";"sch644@szouo.ru";1260
