"OBJECTID";"name";"adress";"okrug";"rayon";"form_of_incorporation";"submission";"tip_uchrezhdeniya";"vid_uchrezhdeniya";"telephone";"web_site";"e_mail";"ID"
13;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1913";"124365, г. Москва, Зеленоград, корп. 1632";"Зеленоградский административный округ";"район Крюково";"Государственное";"Зеленоградское окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 738-55-41; (499) 738-55-39; (499) 738-55-38; (499) 717-14-29; (499) 738-58-88; (499) 738-00-22; (499) 738-55-40; (499) 738-51-10; (499) 738-55-11";"schzg1913.mskobr.ru";"s1913@zou.ru";416
14;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1940";"124365, г. Москва, Зеленоград, корп. 1642";"Зеленоградский административный округ";"район Крюково";"Государственное";"Зеленоградское окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 717-04-93";"schzg1940.mskobr.ru/";"s1940@zou.ru";427
15;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2038";"124365, г. Москва, Зеленоград, корп.2011";"Зеленоградский административный округ";"район Крюково";"Государственное";"Зеленоградское окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 729-36-30";"dsoz2632.mskobr.ru";"s2038@zou.ru";476
16;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 229 имени Бауыржана Момышулы";"";"Зеленоградский административный округ";"район Крюково";"Государственное";"Зеленоградское окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 731-55-30";"schzg229.mskobr.ru";"s229@zou.ru";528
17;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 602";"124575, г. Москва, Зеленоград, корп. 1017";"Зеленоградский административный округ";"район Силино";"Государственное";"Зеленоградское окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 731-25-12";"schzg602.mskobr.ru/";"s602@zou.ru";722
18;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 604";"124498, г. Москва, Зеленоград, корп. 222А";"Зеленоградский административный округ";"район Матушкино";"Государственное";"Зеленоградское окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 734-16-00";"schzg604.mskobr.ru/";"s604@zou.ru";724
19;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 609";"124482, г. Москва, Зеленоград, корп. 314";"Зеленоградский административный округ";"район Савёлки";"Государственное";"Зеленоградское окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"734-27-68";"dskz454.mskobr.ru";"s609@zou.ru";725
20;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 618";"124498, г. Москва, Зеленоград, корп. 429А";"Зеленоградский административный округ";"район Матушкино";"Государственное";"Зеленоградское окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 734-10-17; (499) 735-83-03; (499) 735-03-30; (499) 735-02-79";"schzg618.mskobr.ru";"s618@zou.ru";728
21;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 718";"124460, г. Москва, Зеленоград, корп. 1214";"Зеленоградский административный округ";"район Силино";"Государственное";"Зеленоградское окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 731-43-23";"schzg718.mskobr.ru";"s718@zou.ru";773
22;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 719";"124575, г. Москва, Зеленоград, корп.921А";"Зеленоградский административный округ";"район Старое Крюково";"Государственное";"Зеленоградское окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 731-43-92";"schzg719.mskobr.ru";"s719@zou.ru";774
23;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 842";"124482, г.Москва, Зеленоград, корп. 142";"Зеленоградский административный округ";"район Матушкино";"Государственное";"Зеленоградское окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"534-14-76";"dsez2096.mskobr.ru";"s842@zou.ru";846
24;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 852";"124460. г. Москва, Зеленоград, корп.1115";"Зеленоградский административный округ";"район Силино";"Государственное";"Зеленоградское окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 731-06-62";"dskz1778.mskobr.ru";"s852@zou.ru";854
25;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 853";"124460, г. Москва, Зеленоград, корп. 913А";"Зеленоградский административный округ";"район Старое Крюково";"Государственное";"Зеленоградское окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"531-13-95";"schzg853.mskobr.ru";"s853@zou.ru";855
26;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 854";"124489, г. Москва, Зеленоград, корп.603 А";"Зеленоградский административный округ";"район Савёлки";"Государственное";"Зеленоградское окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 762-49-86; (499) 736-75-15; (499) 734-01-25; (499) 735-44-50; (499) 734-10-59; (499) 736-81-94";"dskz2046.mskobr.ru";"s854@zou.ru";856
27;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 909";"124527, г. Москва, Зеленоград, корп. 818";"Зеленоградский административный округ";"район Старое Крюково";"Государственное";"Зеленоградское окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 731-16-41";"schzg909.mskobr.ru";"s909@zou.ru";886
28;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2045";"124365, г. Москва, Зеленоград, корп. 2031";"Зеленоградский административный округ";"район Крюково";"Государственное";"Зеленоградское окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 729-20-90";"cozg2045.mskobr.ru/";"S2045@ZOU.RU";943
29;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №617 имени генерала Д.Ф.Алексеева";"124498, г. Москва, Зеленоград, Березовая аллея, д. 7А";"Зеленоградский административный округ";"район Матушкино";"Государственное";"Зеленоградское окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"734-12-36";"dskz455.mskobr.ru";"s617@zou.ru";947
30;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1353";"124498, г. Москва, Зеленоград Березовая аллея  д.8А";"Зеленоградский административный округ";"район Матушкино";"Государственное";"Зеленоградское окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 735-45-31";"schzg1353.mskobr.ru/";"s1353@zou.ru";1004
31;"Негосударственное образовательное учреждение средняя общеобразовательная школа ""Гармония""";"124498 Москва, Зеленоград, корпус 421 ""А""";"Зеленоградский административный округ";"район Матушкино";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 734-27-59";"";"shkolagarmonia@mail.ru";1321
32;"Некоммерческая организация негосударственное образовательное учреждение православная Школа во имя святителя Филарета Московского";"124681, г. Москва, Зеленоград, улица 1 Мая, дом 5";"Зеленоградский административный округ";"район Крюково";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 717-32-32";"";"psch1@zou.ru";1375
33;"Некоммерческое партнерство Международная школа ""Глобус"" (НП МШ ""Глобус"")";"г. Москва, г. Зеленоград, корп. 430А";"Зеленоградский административный округ";"район Матушкино";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 735-03-85";"";"sch-globus@mail.ru";1384
